Zoekwoord,Thema,Cluster,Laag,Herkomst,Volume Vlaanderen,Volume Nederland,Moeilijkheid,Intentie,SERP-features,VisitArdenne positie,In FR-onderzoek,In eerder universum
abdijen,Uit concurrent- & SERP-analyse,abdijen,DEMANDGEN,COMPETITOR-DISCOVERED,1900,4400,,,,,0,0
merveilleuse,Uit concurrent- & SERP-analyse,merveilleuse,CORE,COMPETITOR-DISCOVERED,5400,720,,,,,0,0
center parcs eifel,Substituut-bestemmingen,de eifel center parcs,SUBSTITUTE,MARKET-DISCOVERED,1600,4400,1,navigational,,,0,1
vakantiepark ardennen,Uit concurrent- & SERP-analyse,vakantiepark ardennen,CORE,COMPETITOR-DISCOVERED,1600,4400,,,,,0,0
kerstmarkten nederland 2025,Evenementen & kerstmarkten,kerstmarkt nederland 2025,SUBSTITUTE,MARKET-DISCOVERED,590,5400,19,informational,,,0,0
kerstmarkt nederland 2025,Evenementen & kerstmarkten,kerstmarkt nederland 2025,SUBSTITUTE,SEED-EXPANDED,590,5400,30,informational,,,0,0
de klinge,Uit concurrent- & SERP-analyse,de klinge,SUBSTITUTE,COMPETITOR-DISCOVERED,5400,590,,,,,0,0
moorsel,Uit concurrent- & SERP-analyse,moorsel,SUBSTITUTE,COMPETITOR-DISCOVERED,5400,480,,,,,0,0
meerdonk,Uit concurrent- & SERP-analyse,meerdonk,SUBSTITUTE,COMPETITOR-DISCOVERED,5400,480,,,,,0,0
vakantiepark luxemburg,Uit concurrent- & SERP-analyse,vakantiepark luxemburg,CORE,SERP-DISCOVERED,480,5400,,,,,0,0
bastenaken,Uit concurrent- & SERP-analyse,bastenaken,CORE,COMPETITOR-DISCOVERED,2900,2900,,,,,0,0
bastogne war museum,Uit concurrent- & SERP-analyse,bastogne war museum,CORE,COMPETITOR-DISCOVERED,2900,2900,,,,,0,0
luxemburg vakantie,Substituut-bestemmingen,vakantie luxemburg,CORE,MARKET-DISCOVERED,320,5400,6,informational,ai_overview|organic|people_also_ask|related_searches,,0,0
vakantie luxemburg,Substituut-bestemmingen,vakantie luxemburg,CORE,MARKET-DISCOVERED,320,5400,8,informational,ai_overview|organic|people_also_ask|related_searches,,0,1
vakantie in luxemburg,Substituut-bestemmingen,vakantie luxemburg,CORE,MARKET-DISCOVERED,320,5400,8,informational,,,0,0
vakantie naar luxemburg,Substituut-bestemmingen,vakantie luxemburg,CORE,MARKET-DISCOVERED,320,5400,8,informational,,,0,0
landgoed,Uit concurrent- & SERP-analyse,landgoed,DEMANDGEN,COMPETITOR-DISCOVERED,260,5400,,,,,0,0
dagje uit weg,Dagje uit,dagje weg,DEMANDGEN,MARKET-DISCOVERED,170,5400,57,informational,,,0,0
dagje weg,Dagje uit,dagje weg,DEMANDGEN,MARKET-DISCOVERED,170,5400,49,informational,ai_overview|organic|people_also_ask|related_searches,,0,0
bijzondere overnachtingen,Uit concurrent- & SERP-analyse,bijzondere overnachtingen,DEMANDGEN,COMPETITOR-DISCOVERED,170,5400,,,,,0,0
eppegem,Uit concurrent- & SERP-analyse,eppegem,SUBSTITUTE,COMPETITOR-DISCOVERED,5400,140,,,,,0,0
sint joris weert,Uit concurrent- & SERP-analyse,sint joris weert,SUBSTITUTE,COMPETITOR-DISCOVERED,5400,140,,,,,0,0
prive huisje,Uit concurrent- & SERP-analyse,prive huisje,DEMANDGEN,COMPETITOR-DISCOVERED,140,5400,,,,,0,0
topparken resort veluwe,Substituut-bestemmingen,topparken resort veluwe,SUBSTITUTE,MARKET-DISCOVERED,110,5400,3,informational,,,0,0
hotels noordwijk,Uit concurrent- & SERP-analyse,hotels noordwijk,SUBSTITUTE,COMPETITOR-DISCOVERED,110,5400,,,,,0,0
brouwerij achouffe,Uit concurrent- & SERP-analyse,brouwerij achouffe,CORE,COMPETITOR-DISCOVERED,1900,3600,,,,4,0,0
achouffe brouwerij,Uit concurrent- & SERP-analyse,achouffe brouwerij,CORE,COMPETITOR-DISCOVERED,1900,3600,,,,3,0,0
la chouffe brouwerij,Uit concurrent- & SERP-analyse,la chouffe brouwerij,CORE,COMPETITOR-DISCOVERED,1900,3600,,,,3,0,0
brouwerij la chouffe,Uit concurrent- & SERP-analyse,brouwerij la chouffe,CORE,COMPETITOR-DISCOVERED,1900,3600,,,,2,0,0
cuber suites veluwe,Substituut-bestemmingen,cuber suites veluwe,SUBSTITUTE,MARKET-DISCOVERED,90,5400,7,navigational,,,0,0
restaurant de veluwe,Substituut-bestemmingen,restaurant de veluwe,SUBSTITUTE,MARKET-DISCOVERED,40,5400,11,navigational,,,0,0
kootwijkerzand uitkijktoren,Uit concurrent- & SERP-analyse,kootwijkerzand uitkijktoren,SUBSTITUTE,COMPETITOR-DISCOVERED,30,5400,,,,,0,0
uitkijktoren kootwijkerzand,Uit concurrent- & SERP-analyse,uitkijktoren kootwijkerzand,SUBSTITUTE,COMPETITOR-DISCOVERED,30,5400,,,,,0,0
wandelen in limburg,Wandelen,wandelen in limburg,SUBSTITUTE,MARKET-DISCOVERED,4400,1000,31,informational,,,0,1
ardennen belgie,Uit concurrent- & SERP-analyse,ardennen belgie,CORE,COMPETITOR-DISCOVERED,1000,4400,,,,4,0,0
subtropisch zwemparadijs,Uit concurrent- & SERP-analyse,subtropisch zwemparadijs,DEMANDGEN,COMPETITOR-DISCOVERED,880,4400,,,,,0,0
olmen,Uit concurrent- & SERP-analyse,olmen,SUBSTITUTE,COMPETITOR-DISCOVERED,4400,880,,,,,0,0
wandelen ninglinspo,Wandelen,ninglinspo wandeling,CORE,MARKET-DISCOVERED,3600,1600,0,informational,,,0,0
ninglinspo wandelen,Wandelen,ninglinspo wandeling,CORE,MARKET-DISCOVERED,3600,1600,0,informational,,,0,0
sarlat dordogne,Substituut-bestemmingen,sarlat dordogne,SUBSTITUTE,MARKET-DISCOVERED,1600,3600,0,informational,,,0,0
sarlat la canéda dordogne,Substituut-bestemmingen,sarlat la canéda dordogne,SUBSTITUTE,MARKET-DISCOVERED,1600,3600,34,informational,,,0,0
ninglinspo wandeling,Uit concurrent- & SERP-analyse,ninglinspo wandeling,CORE,COMPETITOR-DISCOVERED,3600,1600,,,,,0,0
huisje,Uit concurrent- & SERP-analyse,huisje,DEMANDGEN,COMPETITOR-DISCOVERED,720,4400,,,,,0,0
spa belgie,Uit concurrent- & SERP-analyse,spa belgie,CORE,COMPETITOR-DISCOVERED,590,4400,,,,9,0,0
kerstmarkt amsterdam,Uit concurrent- & SERP-analyse,kerstmarkt amsterdam,SUBSTITUTE,SERP-DISCOVERED,590,4400,,,,,0,0
roadtrip,Routes & roadtrips,roadtrip,DEMANDGEN,MARKET-DISCOVERED,1300,3600,0,informational,ai_overview|compare_sites|knowledge_graph|local_pack|organic|people_also_ask|related_searches,,0,0
henegouwen,Uit concurrent- & SERP-analyse,henegouwen,SUBSTITUTE,COMPETITOR-DISCOVERED,2900,1900,,,,,0,0
bierproeverij,Streek & culinair,bierproeverij,DEMANDGEN,MARKET-DISCOVERED,390,4400,0,informational,,,0,0
overnachten bijzonder,Bijzonder overnachten,bijzonder overnachten,DEMANDGEN,MARKET-DISCOVERED,390,4400,27,navigational,,,0,0
bijzonder overnachten,Bijzonder overnachten,bijzonder overnachten,DEMANDGEN,MARKET-DISCOVERED,390,4400,28,navigational,images|organic|people_also_ask|related_searches,,1,1
dinant belgie,Uit concurrent- & SERP-analyse,dinant belgie,CORE,COMPETITOR-DISCOVERED,320,4400,,,,4,0,0
hotel veluwe,Substituut-bestemmingen,hotel veluwe,SUBSTITUTE,MARKET-DISCOVERED,260,4400,20,navigational,compare_sites|hotels_pack|organic|people_also_ask|related_searches,,0,0
kennedymars,Uit concurrent- & SERP-analyse,kennedymars,DEMANDGEN,COMPETITOR-DISCOVERED,260,4400,,,,,0,0
camping veluwe,Substituut-bestemmingen,camping veluwe,SUBSTITUTE,MARKET-DISCOVERED,210,4400,14,navigational,compare_sites|local_pack|organic|people_also_ask|related_searches,,0,0
eksaarde,Uit concurrent- & SERP-analyse,eksaarde,SUBSTITUTE,COMPETITOR-DISCOVERED,4400,210,,,,,0,0
boswandeling,Wandelen,boswandeling,DEMANDGEN,SEED-EXPANDED,1000,3600,0,informational,compare_sites|images|local_pack|organic|people_also_ask|popular_products|related_searches,,0,1
florenville,Uit concurrent- & SERP-analyse,florenville,CORE,COMPETITOR-DISCOVERED,3600,1000,,,,9,0,0
fondry des chiens,Uit concurrent- & SERP-analyse,fondry des chiens,CORE,COMPETITOR-DISCOVERED,3600,1000,,,,5,0,0
hotel aan zee,Uit concurrent- & SERP-analyse,hotel aan zee,DEMANDGEN,COMPETITOR-DISCOVERED,1000,3600,,,,,0,0
opoeteren,Uit concurrent- & SERP-analyse,opoeteren,SUBSTITUTE,COMPETITOR-DISCOVERED,3600,1000,,,,,0,0
durbuy belgie,Uit concurrent- & SERP-analyse,durbuy belgie,CORE,COMPETITOR-DISCOVERED,140,4400,,,,5,0,0
durbuy belgië,Uit concurrent- & SERP-analyse,durbuy belgië,CORE,COMPETITOR-DISCOVERED,140,4400,,,,4,0,0
brugelette,Uit concurrent- & SERP-analyse,brugelette,SUBSTITUTE,COMPETITOR-DISCOVERED,2900,1600,,,,,0,0
cadeaukaart dagje uit,Dagje uit,dagje uit cadeaukaart,DEMANDGEN,MARKET-DISCOVERED,90,4400,0,transactional,,,0,0
dagje uit cadeaukaart,Dagje uit,dagje uit cadeaukaart,DEMANDGEN,MARKET-DISCOVERED,90,4400,0,transactional,google_reviews|knowledge_graph|organic|people_also_ask|related_searches,,0,0
fletcher hotel restaurant de wipselberg-veluwe,Substituut-bestemmingen,fletcher hotel restaurant de wipselberg-veluwe,SUBSTITUTE,MARKET-DISCOVERED,90,4400,3,navigational,,,0,0
bloesemtocht 2026,Uit concurrent- & SERP-analyse,bloesemtocht 2026,SUBSTITUTE,COMPETITOR-DISCOVERED,90,4400,,,,,0,0
landal greenparks rabbit hill,Uit concurrent- & SERP-analyse,landal greenparks rabbit hill,SUBSTITUTE,COMPETITOR-DISCOVERED,90,4400,,,,,0,0
center parcs park eifel,Substituut-bestemmingen,center parcs park eifel,SUBSTITUTE,MARKET-DISCOVERED,880,3600,0,navigational,,,0,1
hotel keulen,Uit concurrent- & SERP-analyse,hotel keulen,SUBSTITUTE,COMPETITOR-DISCOVERED,880,3600,,,,,0,0
vakantie met hond,Uit concurrent- & SERP-analyse,vakantie met hond,DEMANDGEN,SERP-DISCOVERED,880,3600,,,,,0,0
veluwe camping de pampel,Substituut-bestemmingen,veluwe camping de pampel,SUBSTITUTE,MARKET-DISCOVERED,50,4400,9,navigational,,,0,0
vanbeverenplein,Uit concurrent- & SERP-analyse,vanbeverenplein,SUBSTITUTE,COMPETITOR-DISCOVERED,4400,20,,,,,0,0
kerstmarkten brugge 2025,Evenementen & kerstmarkten,kerstmarkt brugge 2025,SUBSTITUTE,MARKET-DISCOVERED,2400,1900,3,informational,,,0,0
givet,Uit concurrent- & SERP-analyse,givet,CORE,COMPETITOR-DISCOVERED,2400,1900,,,,5,0,0
barvaux,Uit concurrent- & SERP-analyse,barvaux,CORE,COMPETITOR-DISCOVERED,2900,1300,,,,,0,0
diekirch,Uit concurrent- & SERP-analyse,diekirch,CORE,COMPETITOR-DISCOVERED,1300,2900,,,,,0,0
goedkoop hotel amsterdam,Uit concurrent- & SERP-analyse,goedkoop hotel amsterdam,SUBSTITUTE,COMPETITOR-DISCOVERED,480,3600,,,,,0,0
hotel and deals,Uit concurrent- & SERP-analyse,hotel and deals,DEMANDGEN,COMPETITOR-DISCOVERED,480,3600,,,,,0,0
hotel deals,Uit concurrent- & SERP-analyse,hotel deals,DEMANDGEN,COMPETITOR-DISCOVERED,480,3600,,,,,0,0
camperplaatsen,Bijzonder overnachten,camperplaats,DEMANDGEN,MARKET-DISCOVERED,1600,2400,13,informational,,,0,0
ardennen sneeuw,Uit concurrent- & SERP-analyse,ardennen sneeuw,CORE,COMPETITOR-DISCOVERED,2400,1600,,,,,0,0
sneeuw in ardennen,Uit concurrent- & SERP-analyse,sneeuw in ardennen,CORE,COMPETITOR-DISCOVERED,2400,1600,,,,,0,0
sneeuwval ardennen,Uit concurrent- & SERP-analyse,sneeuwval ardennen,CORE,COMPETITOR-DISCOVERED,2400,1600,,,,,0,0
cabin,Uit concurrent- & SERP-analyse,cabin,DEMANDGEN,COMPETITOR-DISCOVERED,1600,2400,,,,,0,0
activiteiten met kinderen,Uit concurrent- & SERP-analyse,activiteiten met kinderen,DEMANDGEN,COMPETITOR-DISCOVERED,1600,2400,,,,,0,0
goedkoopste weekend weg,Weekend & korte vakantie,goedkoop weekendje weg,DEMANDGEN,MARKET-DISCOVERED,390,3600,28,commercial,,,0,0
goedkoop weekend weg,Weekend & korte vakantie,weekend weg goedkoop,DEMANDGEN,MARKET-DISCOVERED,390,3600,29,commercial,,,0,0
weekend weg goedkoop,Weekend & korte vakantie,weekend weg goedkoop,DEMANDGEN,MARKET-DISCOVERED,390,3600,19,commercial,ai_overview|organic|people_also_ask|related_searches,,0,0
goedkoop een weekend weg,Weekend & korte vakantie,weekend weg goedkoop,DEMANDGEN,MARKET-DISCOVERED,390,3600,23,commercial,,,0,0
goedkoopste weekendje weg,Weekend & korte vakantie,goedkoop weekendje weg,DEMANDGEN,MARKET-DISCOVERED,390,3600,28,commercial,,,0,0
goedkoop een weekendje weg,Weekend & korte vakantie,goedkoop weekendje weg,DEMANDGEN,MARKET-DISCOVERED,390,3600,28,commercial,,,0,0
goedkope weekendje weg,Weekend & korte vakantie,goedkoop weekendje weg,DEMANDGEN,MARKET-DISCOVERED,390,3600,28,commercial,,,0,0
goedkoop weekendje weg,Weekend & korte vakantie,goedkoop weekendje weg,DEMANDGEN,MARKET-DISCOVERED,390,3600,28,commercial,ai_overview|organic|people_also_ask|related_searches,,0,0
weekendje weg goedkoop,Weekend & korte vakantie,goedkoop weekendje weg,DEMANDGEN,MARKET-DISCOVERED,390,3600,20,commercial,,,0,0
goedkope weekendjes weg,Uit concurrent- & SERP-analyse,goedkope weekendjes weg,DEMANDGEN,COMPETITOR-DISCOVERED,390,3600,,,,,0,0
glamping nederland,Bijzonder overnachten,glamping nederland,SUBSTITUTE,MARKET-DISCOVERED,320,3600,24,navigational,,,0,0
wandelen met knooppunten,Wandelen,knooppunten wandelen,DEMANDGEN,MARKET-DISCOVERED,2900,1000,22,informational,,,0,0
knooppunt wandelen,Wandelen,knooppunten wandelen,DEMANDGEN,MARKET-DISCOVERED,2900,1000,22,informational,,,0,1
knooppunten wandelen,Wandelen,knooppunten wandelen,DEMANDGEN,MARKET-DISCOVERED,2900,1000,22,informational,images|organic|people_also_ask|related_searches,,0,1
fietsroutes knooppunten,Fietsen & mountainbike,fietsroutes knooppunten,DEMANDGEN,MARKET-DISCOVERED,1000,2900,70,informational,ai_overview|images|organic|people_also_ask|related_searches,,0,0
knooppunten fietsroutes,Fietsen & mountainbike,fietsroutes knooppunten,DEMANDGEN,MARKET-DISCOVERED,1000,2900,71,informational,,,0,1
knooppunt fietsroutes,Fietsen & mountainbike,fietsroutes knooppunten,DEMANDGEN,MARKET-DISCOVERED,1000,2900,70,informational,,,0,1
fietsroutes met knooppunten,Fietsen & mountainbike,fietsroutes knooppunten,DEMANDGEN,MARKET-DISCOVERED,1000,2900,70,informational,,,0,0
fietsvakantie,Fietsen & mountainbike,fietsvakantie,DEMANDGEN,MARKET-DISCOVERED,1000,2900,40,informational,,,1,1
boomhut overnachten,Bijzonder overnachten,boomhut overnachting,CORE,MARKET-DISCOVERED,1000,2900,8,navigational,,,0,1
dordogne frankrijk,Substituut-bestemmingen,dordogne frankrijk,SUBSTITUTE,MARKET-DISCOVERED,1000,2900,20,informational,,,0,0
kerstmarkt durbuy,Evenementen & kerstmarkten,durbuy kerstmarkt,CORE,MARKET-DISCOVERED,2900,1000,0,informational,,6,1,1
knooppunten wandel,Wandelen,knooppunten wandel,DEMANDGEN,SEED-EXPANDED,2900,1000,,informational,,,0,0
hoei,Uit concurrent- & SERP-analyse,hoei,CORE,COMPETITOR-DISCOVERED,2900,1000,,,,6,0,0
durbuy kerstmarkt,Uit concurrent- & SERP-analyse,durbuy kerstmarkt,CORE,COMPETITOR-DISCOVERED,2900,1000,,,,6,0,0
cabin wood,Uit concurrent- & SERP-analyse,cabin wood,DEMANDGEN,COMPETITOR-DISCOVERED,1000,2900,,,,,0,0
cabin woods,Uit concurrent- & SERP-analyse,cabin woods,DEMANDGEN,COMPETITOR-DISCOVERED,1000,2900,,,,,0,0
overnachting romantisch,Uit concurrent- & SERP-analyse,overnachting romantisch,DEMANDGEN,COMPETITOR-DISCOVERED,1000,2900,,,,,0,0
romantisch overnachten,Uit concurrent- & SERP-analyse,romantisch overnachten,DEMANDGEN,COMPETITOR-DISCOVERED,1000,2900,,,,,0,0
leukste uitjes,Dagje uit,leukste uitjes,DEMANDGEN,MARKET-DISCOVERED,260,3600,19,informational,,,0,0
leuke uitjes,Uit concurrent- & SERP-analyse,leuke uitjes,DEMANDGEN,COMPETITOR-DISCOVERED,260,3600,,,,,0,0
wandelen in de buurt,Wandelen,wandelingen in de buurt,DEMANDGEN,MARKET-DISCOVERED,2900,880,0,informational,,,0,0
wandelen in.de buurt,Wandelen,wandelen in de buurt,DEMANDGEN,MARKET-DISCOVERED,2900,880,1,informational,,,0,0
nationalpark eifel,Substituut-bestemmingen,nationalpark eifel,SUBSTITUTE,MARKET-DISCOVERED,880,2900,16,informational,,,0,0
côte d'opale,Uit concurrent- & SERP-analyse,côte d'opale,SUBSTITUTE,COMPETITOR-DISCOVERED,2900,880,,,,,0,0
cote d'opale,Uit concurrent- & SERP-analyse,cote d'opale,SUBSTITUTE,COMPETITOR-DISCOVERED,2900,880,,,,,0,0
hotels luxemburg,Uit concurrent- & SERP-analyse,hotels luxemburg,CORE,COMPETITOR-DISCOVERED,880,2900,,,,,0,0
midweek weg,Weekend & korte vakantie,midweek weg,DEMANDGEN,MARKET-DISCOVERED,170,3600,17,informational,,,0,1
vakantiepark veluwe,Substituut-bestemmingen,vakantiepark veluwe,SUBSTITUTE,MARKET-DISCOVERED,140,3600,23,commercial,,,0,1
meerbeke,Uit concurrent- & SERP-analyse,meerbeke,SUBSTITUTE,COMPETITOR-DISCOVERED,3600,140,,,,,0,0
moerzeke,Uit concurrent- & SERP-analyse,moerzeke,SUBSTITUTE,COMPETITOR-DISCOVERED,3600,140,,,,,0,0
fietsknooppunten kaarten,Fietsen & mountainbike,fietsknooppunten kaart,DEMANDGEN,MARKET-DISCOVERED,1300,2400,70,navigational,,,0,0
fietsknooppunten kaart,Fietsen & mountainbike,fietsknooppunten kaart,DEMANDGEN,MARKET-DISCOVERED,1300,2400,70,navigational,images|organic|people_also_ask|related_searches,,0,0
fietsknooppunten kaartjes,Fietsen & mountainbike,fietsknooppunten kaartjes,DEMANDGEN,MARKET-DISCOVERED,1300,2400,6,navigational,,,0,0
aarlen,Uit concurrent- & SERP-analyse,aarlen,CORE,COMPETITOR-DISCOVERED,2400,1300,,,,,0,0
hotelovernachtingen,Uit concurrent- & SERP-analyse,hotelovernachtingen,DEMANDGEN,COMPETITOR-DISCOVERED,90,3600,,,,,0,0
herdersem,Uit concurrent- & SERP-analyse,herdersem,SUBSTITUTE,COMPETITOR-DISCOVERED,3600,70,,,,,0,0
veluwe strandbad,Substituut-bestemmingen,veluwe strandbad,SUBSTITUTE,MARKET-DISCOVERED,50,3600,0,navigational,,,0,0
camping veluwe strandbad,Substituut-bestemmingen,camping veluwe strandbad,SUBSTITUTE,MARKET-DISCOVERED,50,3600,0,transactional,,,0,0
recreatieoord veluwe strandbad,Substituut-bestemmingen,recreatieoord veluwe strandbad,SUBSTITUTE,MARKET-DISCOVERED,50,3600,0,navigational,,,0,0
hotel bergen aan zee,Uit concurrent- & SERP-analyse,hotel bergen aan zee,SUBSTITUTE,COMPETITOR-DISCOVERED,50,3600,,,,,0,0
gelrode,Uit concurrent- & SERP-analyse,gelrode,SUBSTITUTE,COMPETITOR-DISCOVERED,3600,50,,,,,0,0
dieren spelerij,Uit concurrent- & SERP-analyse,dieren spelerij,SUBSTITUTE,COMPETITOR-DISCOVERED,50,3600,,,,,0,0
spelerij dieren,Uit concurrent- & SERP-analyse,spelerij dieren,SUBSTITUTE,COMPETITOR-DISCOVERED,50,3600,,,,,0,0
spelerij in dieren,Uit concurrent- & SERP-analyse,spelerij in dieren,SUBSTITUTE,COMPETITOR-DISCOVERED,50,3600,,,,,0,0
de spelerij en de uitvinderij,Uit concurrent- & SERP-analyse,de spelerij en de uitvinderij,SUBSTITUTE,COMPETITOR-DISCOVERED,50,3600,,,,,0,0
de spelerij uitvinderij,Uit concurrent- & SERP-analyse,de spelerij uitvinderij,SUBSTITUTE,COMPETITOR-DISCOVERED,50,3600,,,,,0,0
bottelare,Uit concurrent- & SERP-analyse,bottelare,SUBSTITUTE,COMPETITOR-DISCOVERED,3600,40,,,,,0,0
natuurobservatiepost de elsberg,Uit concurrent- & SERP-analyse,natuurobservatiepost de elsberg,SUBSTITUTE,COMPETITOR-DISCOVERED,40,3600,,,,,0,0
bantega friesland,Uit concurrent- & SERP-analyse,bantega friesland,SUBSTITUTE,COMPETITOR-DISCOVERED,30,3600,,,,,0,0
hotel limburg,Uit concurrent- & SERP-analyse,hotel limburg,SUBSTITUTE,COMPETITOR-DISCOVERED,720,2900,,,,,0,0
de heurne,Uit concurrent- & SERP-analyse,de heurne,SUBSTITUTE,COMPETITOR-DISCOVERED,20,3600,,,,,0,0
hotel restaurant,Uit concurrent- & SERP-analyse,hotel restaurant,DEMANDGEN,COMPETITOR-DISCOVERED,720,2900,,,,,0,0
restaurant en hotel,Uit concurrent- & SERP-analyse,restaurant en hotel,DEMANDGEN,COMPETITOR-DISCOVERED,720,2900,,,,,0,0
hotel in limburg,Uit concurrent- & SERP-analyse,hotel in limburg,SUBSTITUTE,COMPETITOR-DISCOVERED,720,2900,,,,,0,0
hotels in limburg,Uit concurrent- & SERP-analyse,hotels in limburg,SUBSTITUTE,COMPETITOR-DISCOVERED,720,2900,,,,,0,0
hiken,Uit concurrent- & SERP-analyse,hiken,DEMANDGEN,COMPETITOR-DISCOVERED,720,2900,,,,,0,0
boshut schaijk,Bijzonder overnachten,boshut schaijk,SUBSTITUTE,MARKET-DISCOVERED,10,3600,0,informational,,,0,0
de boshut rotterdam,Bijzonder overnachten,de boshut rotterdam,SUBSTITUTE,MARKET-DISCOVERED,10,3600,0,navigational,,,0,0
zandverstuiving de haere doornspijk,Uit concurrent- & SERP-analyse,zandverstuiving de haere doornspijk,SUBSTITUTE,COMPETITOR-DISCOVERED,10,3600,,,,,0,0
wat te doen dit weekend,Dagje uit,wat te doen dit weekend,DEMANDGEN,MARKET-DISCOVERED,1600,1900,34,informational,ai_overview|organic|people_also_ask|related_searches,,0,0
wat dit weekend te doen,Dagje uit,wat te doen dit weekend,DEMANDGEN,MARKET-DISCOVERED,1600,1900,64,informational,,,0,0
weekend wat te doen,Uit concurrent- & SERP-analyse,weekend wat te doen,DEMANDGEN,COMPETITOR-DISCOVERED,1600,1900,,,,,0,0
vogezen frankrijk,Substituut-bestemmingen,vogezen frankrijk,SUBSTITUTE,MARKET-DISCOVERED,1000,2400,15,informational,,,0,1
goedkope hotels,Uit concurrent- & SERP-analyse,goedkope hotels,DEMANDGEN,COMPETITOR-DISCOVERED,480,2900,,,,,0,0
kerstmarkten 2025,Evenementen & kerstmarkten,kerstmarkten 2025,DEMANDGEN,MARKET-DISCOVERED,880,2400,9,informational,,,0,1
vakantiehuis zwembad,Uit concurrent- & SERP-analyse,vakantiehuis zwembad,DEMANDGEN,COMPETITOR-DISCOVERED,880,2400,,,,,0,0
duitsland hotel,Uit concurrent- & SERP-analyse,duitsland hotel,SUBSTITUTE,COMPETITOR-DISCOVERED,320,2900,,,,,0,0
goedkoop hotel,Uit concurrent- & SERP-analyse,goedkoop hotel,DEMANDGEN,COMPETITOR-DISCOVERED,320,2900,,,,,0,0
hotel duitsland,Uit concurrent- & SERP-analyse,hotel duitsland,SUBSTITUTE,COMPETITOR-DISCOVERED,320,2900,,,,,0,0
hotels goedkoop,Uit concurrent- & SERP-analyse,hotels goedkoop,DEMANDGEN,COMPETITOR-DISCOVERED,320,2900,,,,,0,0
pairi daiza dierenpark,Uit concurrent- & SERP-analyse,pairi daiza dierenpark,SUBSTITUTE,COMPETITOR-DISCOVERED,320,2900,,,,,0,0
dierentuin pairi daiza,Uit concurrent- & SERP-analyse,dierentuin pairi daiza,SUBSTITUTE,COMPETITOR-DISCOVERED,320,2900,,,,,0,0
kerstmarkten in belgie,Evenementen & kerstmarkten,kerstmarkt belgie,CORE,MARKET-DISCOVERED,1300,1900,0,informational,,,0,1
kerstmarkten belgie,Evenementen & kerstmarkten,kerstmarkt belgie,CORE,MARKET-DISCOVERED,1300,1900,0,informational,,7,0,1
kerstmarkten in belgië,Evenementen & kerstmarkten,kerstmarkt belgie,CORE,MARKET-DISCOVERED,1300,1900,0,informational,,,0,0
belgie kerstmarkten,Evenementen & kerstmarkten,kerstmarkt belgie,CORE,MARKET-DISCOVERED,1300,1900,0,navigational,,,0,0
domein van de grotten van han,Uit concurrent- & SERP-analyse,domein van de grotten van han,CORE,COMPETITOR-DISCOVERED,1300,1900,,,,5,0,0
